hindi,english
~ a को एक खाली कोने स्लॉट में ले जाएँ. ,Move ~ a onto an empty corner slot.
उर्ध्वाधर पैमाना,Subversion popup operations
हुकुम का बादशाह,the king of spades
सभी चुनें,Select All
रॉयल ईस्ट,Royal East
सफेदसिर (व्हाइटहेड) ,Whitehead
शतरंज,Chessboard
लाल पान का दहला को हटायें. ,Remove the ten of hearts.
एक पत्ता या पत्तों के समूह खाली खाँचा पर ले जाएँ,Move a card or build of cards on to the empty slot
नया,New
चिड़ी की गुलाम के बगल में चिड़ी के दहला को रखें. ,Place the queen of clubs next to the jack of clubs.
विकल्प,Options...
अंजुटा बार बार पूछे जाने वाले प्रश्न,Anjuta frequently asked questions
पथः,Path:
एक दहला को आप ढूंढ रहे हैं. ,You are searching for a ten.
हाइलाइट किया गया भराई का रंग और पारदर्शिता। ,The color and opacity of the highlight fill.
यह चयन याद रखें,Delete the selection
प्राथमिकता,Priority
मान बदलें,Changes:
पूरा प्रोजेक्ट संस्थापित करें,Install whole project
लिखकर काट दें,Strike - Out
प्रलेख,_ Document
प्रोग्राम चुनें,Select Program
प्रतिशतः,Percentage:
~ a को एक ईंट का अट्ठा पर ले जाएँ,Move ~ a onto the eight of diamonds.
प्रोजेक्ट विन्यस्त करें,Configure file
7number,7
ईंट का गुलाम,the jack of diamonds
नया त्वरक... ,New accelerator...
~ a को लाल जोकर पर ले जाएँ. ,Move ~ a onto the red joker.
लाल पान का बादशाह,the king of hearts
ईंट का सत्ता,the seven of diamonds
पुनःआरंभ करें (_ R) ,_ Restart
कार्य प्रबंधक,Task Manager
पूरा प्रोजेक्ट साफ करें,Clean whole project
एक दौर और चलें,Deal another round
नई pluginviews उपलब्ध है,Available new pluginviews
जाएँ पिछली स्थिति पर,Goto previous history
ईंट का अट्ठा,the eight of diamonds
अपवाद,EXCEPT
सूचना,INFO
भूमिका,Role
प्रोजेक्ट में सोर्स जोड़ें,Add to project
खाली,_ Clean
व्यवसाय,Business
चिड़ी की तिक्की,the three of clubs
एक खाली फाउण्डेशन जगह,an empty foundation place
डायलाग 1,dialog1
आठ बन्द,Eight Off
स्तंभ,Column
स्तंभ,Col
परियोजना विकल्प,Project doesn 't exist
"जब तक अत्यधिक आपात् स्थिति न हो, रक्त-बन्ध की सिफारिश नहीं की जाती",Tourniquets are not recommended unless in the direst emergency
प्रोजेक्ट फिर जेनरेट करें,Regenerate project
एक खाली खाँचा,an empty slot
पुन लोड करें,_ Reload
दक्षिण यूरोपीय,South European
चिड़ी का सत्ता,the seven of clubs
जाल स्थल,Web site
भिन्न प्रकार के सॉलिटेयर खेल खेलें,Play many different solitaire games
अल्फा,Alpha
नक़ल... ,Copy...
जीताः,Wins:
सापेक्ष स्थिति,Relative position
चुने गए एक्सेसेबेल,Selected accessible
नया दृश्य... ,New View...
लोड किया जा रहा है... ,Loading...
डायरेक्टरी का निर्माण करें,Choose file or directory to remove:
~ a को चिड़ी का छक्का पर घुमाएँ. ,Move ~ a onto the six of clubs.
चयन करें (_ S) ,_ Select
SamplePlugin,SamplePlugin
अल्फा,Alpha
संपादित करेंmenu,_ Edit
विजेट्स,Widgets
लाल पान की बेगम के बगल में लाल पान के गुलाम को रखें. ,Place the queen of hearts next to the jack of hearts.
बाल्सा को कान्फिगर करो,Parameter
मुख्य खेलः,Main game:
डिफोल्टों को शामिल करें,Include defaults
हुकुम का दहला हटाएँ. ,Remove the ace of spades.
हिस्से,Icon
अन्य,Others
लाल पान का सत्ता,seven of hearts
प्रोजेक्ट विन्यस्त करें,Configure project
आईडी,ID
जीटीके + ,GTK +
उपयोक्ता नामः,Hostname:
अवधि को हाइलाइट रकें,Highlight duration
वर्तमान दस्तावेज में शैल आउटपुट को प्रविष्ट करें,Go to the end of the current block
हुकुम का चव्वा,four of spades
नमूना फाइल आपरेशन,Sample file operations
दिखाएं,Show
एडीटर,Editor
प्रकारः,Mode:
वृश्चिक,Scorpion
C/C + +/Java/Vala,C / C + + / Java / Vala
पॉपअप संवाद,Popup dialog
निर्देश,Command
श्रेणी,Options:
#-#-#-#-#gedit. gnome-2-2. hi. po (gedit VERSION) #-#-#-#-#बदलें/परिवर्तित करें #-#-#-#-#gtkhtml. HEAD. hi. po (GtkHTML 2. x) #-#-#-#-#बदलो #-#-#-#-#nautilus. HEAD. hi. po (nautilus 2. x) #-#-#-#-#बदलना,Open _ With
